_unit_id,_created_at,_updated_at,_golden,cluer1,cluer2,correctlyclassifiedoverlap,coverageoverlap,id,intersectionwholerule,label,literalintersectionlength,r1,r1conf,r1correct,r1coverage,r1id,r1len,r1supp,r2,r2conf,r2correct,r2coverage,r2id,r2len,r2supp,tag,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason,what_is_the_rationale_for_your_choice_gold,what_is_the_rationale_for_your_choice_gold_reason,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason
815374295,10/26/2015 15:06:28,11/11/2015 23:08:41,"","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,31,"['Rwanda', 'Uganda']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Landlocked Countries&nbsp;<b>and</b> </li><li>Swahilispeaking Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",1575.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",3866.0,4.0,0.0136986301369863,differentLengthRulesDisjunctAttH,"","",,,"",""
815374296,10/26/2015 15:06:28,11/11/2015 23:08:41,"","Following countries fall into all of the groups defined by the rule: <b>Iraq, Saudi Arabia</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Iraq, Saudi Arabia</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,32,"['Saudi Arabia', 'Iraq']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1932&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Arabicspeaking Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Iraq', 'Saudi Arabia']","['Iraq', 'Saudi Arabia']",652.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1932&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Western Asian Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Iraq', 'Saudi Arabia']","['Iraq', 'Saudi Arabia']",2688.0,4.0,0.0136986301369863,differentLengthRulesR2subsumingR1AttH,"","",,,"",""
815374297,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Mauritania, Sudan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Mauritania, Sudan</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,33,"['Sudan', 'Mauritania']",high,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;<b>and</b> </li><li>Islamic States&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Mauritania', 'Sudan']","['Mauritania', 'Sudan']",4863.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Islamic States&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Mauritania', 'Sudan']","['Mauritania', 'Sudan']",4868.0,4.0,0.0136986301369863,sameLengthRulesNonDisjunctAttH,"","",,,"",""
815374298,10/26/2015 15:06:28,11/20/2015 09:10:10,"","Following countries fall into all of the groups defined by the rule: <b>Malaysia, Philippines, Singapore </b><br/>For 2 of these countries (Philippines, Singapore), the rule correctly predicts the rate of traffic accidents as <b>low</b>.","Following countries fall into all of the groups defined by the rule: <b>Malaysia, Philippines, Singapore </b><br/>For 2 of these countries (Philippines, Singapore), the rule correctly predicts the rate of traffic accidents as <b>low</b>.",1.0,1.0,34,"['Philippines', 'Singapore']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Southeast Asian Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.666666666666667,"['Philippines', 'Singapore']","['Malaysia', 'Philippines', 'Singapore']",7832.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Southeast Asian Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.666666666666667,"['Philippines', 'Singapore']","['Malaysia', 'Philippines', 'Singapore']",7716.0,2.0,0.0136986301369863,differentLengthRulesR1subsumingR2AttL,"","",,,"",""
815374299,10/26/2015 15:06:28,11/1/2015 15:45:18,"","Following countries fall into all of the groups defined by the rule: <b>Botswana, Lesotho</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Botswana, Lesotho</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,35,"['Botswana', 'Lesotho']",high,1.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1966&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Botswana', 'Lesotho']","['Botswana', 'Lesotho']",1018.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1966&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Landlocked Countries&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Botswana', 'Lesotho']","['Botswana', 'Lesotho']",3336.0,4.0,0.0136986301369863,differentLengthRulesNeitherDisjunctNorSubsumingAttH,"","",,,"",""
815374300,10/26/2015 15:06:28,11/11/2015 23:08:41,"","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Qatar, United Arab Emirates</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Qatar, United Arab Emirates</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,36,"['Bahrain', 'Qatar', 'United Arab Emirates']",low,1.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>States And Territories Established In 1971&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Qatar', 'United Arab Emirates']",3541.0,4.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Western Asian Countries&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;<b>and</b> </li><li>States And Territories Established In 1971&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Qatar', 'United Arab Emirates']",3599.0,4.0,0.0205479452054795,sameLengthRulesNonDisjunctAttL,"","",,,"",""
815374301,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Oman, Saudi Arabia, Sudan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Oman, Saudi Arabia, Sudan</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,37,"['Sudan', 'Oman', 'Saudi Arabia']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;<b>and</b> </li><li>Islamic States&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Oman', 'Saudi Arabia', 'Sudan']","['Oman', 'Saudi Arabia', 'Sudan']",4822.0,4.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;<b>and</b> </li><li>Islamic States&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Oman', 'Saudi Arabia', 'Sudan']","['Oman', 'Saudi Arabia', 'Sudan']",1693.0,3.0,0.0205479452054795,differentLengthRulesR1subsumingR2AttH,"","",,,"",""
815374302,10/26/2015 15:06:28,11/25/2015 19:32:42,"","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,38,"['Rwanda', 'Uganda']",high,1.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",1255.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",3765.0,4.0,0.0136986301369863,differentLengthRulesNeitherDisjunctNorSubsumingAttH,"","",,,"",""
815374303,10/26/2015 15:06:28,12/4/2015 02:40:50,"","Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,39,"['Angola', 'Mozambique']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Community Of Portuguese Language Countries&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",1303.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Community Of Portuguese Language Countries&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",3991.0,4.0,0.0136986301369863,differentLengthRulesR2subsumingR1AttH,"","",,,"",""
815374304,10/26/2015 15:06:28,11/27/2015 21:35:08,"","Following countries fall into all of the groups defined by the rule: <b>Burundi, Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Burundi, Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,40,"['Rwanda', 'Uganda', 'Burundi']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Burundi', 'Rwanda', 'Uganda']","['Burundi', 'Rwanda', 'Uganda']",1219.0,3.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Landlocked Countries&nbsp;<b>and</b> </li><li>Swahilispeaking Countries And Territories&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Burundi', 'Rwanda', 'Uganda']","['Burundi', 'Rwanda', 'Uganda']",1569.0,3.0,0.0205479452054795,sameLengthRulesDisjunctAttH,"","",,,"",""
815374305,10/26/2015 15:06:28,12/4/2015 08:18:51,"","","","","",41,"",high,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of Mercosur&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Countries Bordering The Atlantic Ocean&nbsp;<b>and</b> </li><li>South American Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",3.0,"",dfInvertedHeuristicsLargeDiffInRuleLen,"","",,,"",""
815374306,10/26/2015 15:06:28,11/20/2015 09:10:10,"","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,42,"['Rwanda', 'Uganda']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",1250.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Swahilispeaking Countries And Territories&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",4598.0,4.0,0.0136986301369863,differentLengthRulesDisjunctAttH,"","",,,"",""
815374307,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Iraq, Kuwait, Qatar, Saudi Arabia, United Arab Emirates </b><br/>For 3 of these countries (Iraq, Kuwait, Saudi Arabia), the rule correctly predicts the rate of traffic accidents as <b>high</b>.","Following countries fall into all of the groups defined by the rule: <b>Iraq, Kuwait, Qatar, Saudi Arabia, United Arab Emirates </b><br/>For 3 of these countries (Iraq, Kuwait, Saudi Arabia), the rule correctly predicts the rate of traffic accidents as <b>high</b>.",1.0,1.0,43,"['Saudi Arabia', 'Iraq', 'Kuwait']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Western Asian Countries&nbsp;<b>and</b> </li><li>Member States Of OPEC&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,0.6,"['Iraq', 'Kuwait', 'Saudi Arabia']","['Iraq', 'Kuwait', 'Qatar', 'Saudi Arabia', 'United Arab Emirates']",8373.0,3.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Western Asian Countries&nbsp;<b>and</b> </li><li>Member States Of OPEC&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,0.6,"['Iraq', 'Kuwait', 'Saudi Arabia']","['Iraq', 'Kuwait', 'Qatar', 'Saudi Arabia', 'United Arab Emirates']",8510.0,4.0,0.0205479452054795,differentLengthRulesR2subsumingR1AttH,"","",,,"",""
815374308,10/26/2015 15:06:28,10/26/2015 15:06:28,"","","","","",44,"",high,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Bantu Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",2.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>African Countries&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",3.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374309,10/26/2015 15:06:28,11/20/2015 09:10:10,"","Following countries fall into all of the groups defined by the rule: <b>Burundi, Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Burundi, Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,45,"['Rwanda', 'Uganda', 'Burundi']",high,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>Landlocked Countries&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Burundi', 'Rwanda', 'Uganda']","['Burundi', 'Rwanda', 'Uganda']",1232.0,3.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Landlocked Countries&nbsp;<b>and</b> </li><li>Swahilispeaking Countries And Territories&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Burundi', 'Rwanda', 'Uganda']","['Burundi', 'Rwanda', 'Uganda']",4470.0,4.0,0.0205479452054795,differentLengthRulesNeitherDisjunctNorSubsumingAttH,"","",,,"",""
815374310,10/26/2015 15:06:28,11/25/2015 19:32:42,"","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,46,"['Rwanda', 'Uganda']",high,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",3844.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",3849.0,4.0,0.0136986301369863,sameLengthRulesNonDisjunctAttH,"","",,,"",""
815374311,10/26/2015 15:06:28,11/5/2015 11:10:48,"","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Kuwait, Oman, Qatar, United Arab Emirates </b><br/>For 3 of these countries (Bahrain, Qatar, United Arab Emirates), the rule correctly predicts the rate of traffic accidents as <b>low</b>.","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Kuwait, Oman, Qatar, United Arab Emirates </b><br/>For 3 of these countries (Bahrain, Qatar, United Arab Emirates), the rule correctly predicts the rate of traffic accidents as <b>low</b>.",1.0,1.0,47,"['Bahrain', 'Qatar', 'United Arab Emirates']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.6,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Kuwait', 'Oman', 'Qatar', 'United Arab Emirates']",8336.0,3.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.6,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Kuwait', 'Oman', 'Qatar', 'United Arab Emirates']",8465.0,4.0,0.0205479452054795,differentLengthRulesNeitherDisjunctNorSubsumingAttL,"","",,,"",""
815374312,10/26/2015 15:06:28,11/5/2015 11:10:48,"","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia, Lithuania</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia, Lithuania</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,48,"['Latvia', 'Estonia', 'Lithuania']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;<b>and</b> </li><li>Baltic States&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia', 'Lithuania']","['Estonia', 'Latvia', 'Lithuania']",795.0,3.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Baltic States&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia', 'Lithuania']","['Estonia', 'Latvia', 'Lithuania']",153.0,2.0,0.0205479452054795,differentLengthRulesR1subsumingR2AttL,"","",,,"",""
815374313,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Moldova, Ukraine</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Moldova, Ukraine</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,49,"['Moldova', 'Ukraine']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Ukrainianspeaking Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Moldova', 'Ukraine']","['Moldova', 'Ukraine']",2.0,1.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Areas Of Traditional Spread Of Ukrainians And Ukrainian Language&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Moldova', 'Ukraine']","['Moldova', 'Ukraine']",3.0,1.0,0.0136986301369863,sameLengthRulesDisjunctAttL,"","",,,"",""
815374314,10/26/2015 15:06:28,11/10/2015 00:40:23,"","Following countries fall into all of the groups defined by the rule: <b>Bangladesh, Malaysia, Nigeria, Pakistan </b><br/>For 3 of these countries (Malaysia, Nigeria, Pakistan), the rule correctly predicts the rate of traffic accidents as <b>high</b>.","Following countries fall into all of the groups defined by the rule: <b>Bangladesh, Malaysia, Nigeria, Pakistan </b><br/>For 3 of these countries (Malaysia, Nigeria, Pakistan), the rule correctly predicts the rate of traffic accidents as <b>high</b>.",1.0,1.0,50,"['Malaysia', 'Nigeria', 'Pakistan']",high,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Developing 8Countries Member States&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,0.75,"['Malaysia', 'Nigeria', 'Pakistan']","['Bangladesh', 'Malaysia', 'Nigeria', 'Pakistan']",7536.0,4.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Developing 8Countries Member States&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,0.75,"['Malaysia', 'Nigeria', 'Pakistan']","['Bangladesh', 'Malaysia', 'Nigeria', 'Pakistan']",7382.0,2.0,0.0205479452054795,differentLengthRulesR1subsumingR2AttH,"","",,,"",""
815374315,10/26/2015 15:06:28,10/30/2015 03:01:28,"","Following countries fall into all of the groups defined by the rule: <b>Bangladesh, Solomon Islands</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Bangladesh, Solomon Islands</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,51,"['Bangladesh', 'Solomon Islands']",low,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Divided Regions&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bangladesh', 'Solomon Islands']","['Bangladesh', 'Solomon Islands']",1481.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Divided Regions&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bangladesh', 'Solomon Islands']","['Bangladesh', 'Solomon Islands']",4341.0,4.0,0.0136986301369863,differentLengthRulesR2subsumingR1AttL,"","",,,"",""
815374316,10/26/2015 15:06:28,11/10/2015 00:40:23,"","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Qatar, United Arab Emirates</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Qatar, United Arab Emirates</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,52,"['Bahrain', 'Qatar', 'United Arab Emirates']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Western Asian Countries&nbsp;<b>and</b> </li><li>States And Territories Established In 1971&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Qatar', 'United Arab Emirates']",1159.0,3.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Western Asian Countries&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;<b>and</b> </li><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>States And Territories Established In 1971&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Qatar', 'United Arab Emirates']",3598.0,4.0,0.0205479452054795,differentLengthRulesNeitherDisjunctNorSubsumingAttL,"","",,,"",""
